"Disease","County","Year","Sex","Cases","Population","Rate","Lower_95__CI","Upper_95__CI"
Hantavirus Infection,San Diego,2015,Male,0,1649748,-,0.000,0.224
Hantavirus Infection,San Diego,2015,Total,0,3248371,-,0.000,0.114
Hantavirus Infection,San Diego,2016,Female,0,1635290,-,0.000,0.226
Hantavirus Infection,San Diego,2016,Male,0,1661238,-,0.000,0.222
Hantavirus Infection,San Diego,2016,Total,0,3263517,-,0.000,0.113
Hantavirus Infection,San Diego,2017,Female,0,1644351,-,0.000,0.224
Hantavirus Infection,San Diego,2017,Male,0,1671007,-,0.000,0.221
Hantavirus Infection,San Diego,2017,Total,0,3276113,-,0.000,0.113
Hantavirus Infection,San Diego,2018,Female,0,1654893,-,0.000,0.223
Hantavirus Infection,San Diego,2018,Male,0,1683984,-,0.000,0.219
Hantavirus Infection,San Diego,2018,Total,0,3293350,-,0.000,0.112
Hantavirus Infection,San Diego,2019,Female,1,1658931,0.060*,0.002,0.336
Hantavirus Infection,San Diego,2019,Male,0,1688006,-,0.000,0.219
Hantavirus Infection,San Diego,2019,Total,1,3294272,0.030*,0.001,0.169
Hantavirus Infection,San Diego,2020,Female,0,1662166,-,0.000,0.222
Hantavirus Infection,San Diego,2020,Male,0,1689979,-,0.000,0.218
Hantavirus Infection,San Diego,2020,Total,0,3301513,-,0.000,0.112
Hantavirus Infection,San Diego,2021,Female,0,1657931,-,0.000,0.222
Hantavirus Infection,San Diego,2021,Male,0,1685896,-,0.000,0.219
Hantavirus Infection,San Diego,2021,Total,0,3284368,-,0.000,0.112
Hantavirus Infection,San Diego,2022,Female,0,1663797,-,0.000,0.222
Hantavirus Infection,San Diego,2022,Male,0,1692388,-,0.000,0.218
Hantavirus Infection,San Diego,2022,Total,0,3279493,-,0.000,0.112
Hantavirus Infection,San Francisco,2001,Female,0,384805,-,0.000,0.959
Hantavirus Infection,San Francisco,2001,Male,0,397418,-,0.000,0.928
Hantavirus Infection,San Francisco,2001,Total,0,782223,-,0.000,0.472
Hantavirus Infection,San Francisco,2002,Female,0,385350,-,0.000,0.957
Hantavirus Infection,San Francisco,2002,Male,0,397905,-,0.000,0.927
Hantavirus Infection,San Francisco,2002,Total,0,783255,-,0.000,0.471
Hantavirus Infection,San Francisco,2003,Female,0,384643,-,0.000,0.959
Hantavirus Infection,San Francisco,2003,Male,0,397227,-,0.000,0.929
Hantavirus Infection,San Francisco,2003,Total,0,781870,-,0.000,0.472
Hantavirus Infection,San Francisco,2004,Female,0,384174,-,0.000,0.960
Hantavirus Infection,San Francisco,2004,Male,0,396525,-,0.000,0.930
Hantavirus Infection,San Francisco,2004,Total,0,780699,-,0.000,0.473
Hantavirus Infection,San Francisco,2005,Female,0,383701,-,0.000,0.961
Hantavirus Infection,San Francisco,2005,Male,0,395954,-,0.000,0.932
Hantavirus Infection,San Francisco,2005,Total,0,779655,-,0.000,0.473
Hantavirus Infection,San Francisco,2006,Female,0,385444,-,0.000,0.957
Hantavirus Infection,San Francisco,2006,Male,0,397484,-,0.000,0.928
Hantavirus Infection,San Francisco,2006,Total,0,782928,-,0.000,0.471
Hantavirus Infection,San Francisco,2007,Female,0,389778,-,0.000,0.946
Hantavirus Infection,San Francisco,2007,Male,0,401556,-,0.000,0.919
Hantavirus Infection,San Francisco,2007,Total,0,791334,-,0.000,0.466
Hantavirus Infection,San Francisco,2008,Female,0,393420,-,0.000,0.938
Hantavirus Infection,San Francisco,2008,Male,0,405253,-,0.000,0.910
Hantavirus Infection,San Francisco,2008,Total,0,798673,-,0.000,0.462
Hantavirus Infection,San Francisco,2009,Female,0,394990,-,0.000,0.934
Hantavirus Infection,San Francisco,2009,Male,0,406809,-,0.000,0.907
Hantavirus Infection,San Francisco,2009,Total,0,801799,-,0.000,0.460
Hantavirus Infection,San Francisco,2010,Female,0,396773,-,0.000,0.930
Hantavirus Infection,San Francisco,2010,Male,0,408462,-,0.000,0.903
Hantavirus Infection,San Francisco,2010,Total,0,805236,-,0.000,0.458
Hantavirus Infection,San Francisco,2011,Female,0,404708,-,0.000,0.911
Hantavirus Infection,San Francisco,2011,Male,0,417247,-,0.000,0.884
Hantavirus Infection,San Francisco,2011,Total,0,819178,-,0.000,0.450
Hantavirus Infection,San Francisco,2012,Female,0,411842,-,0.000,0.896
Hantavirus Infection,San Francisco,2012,Male,0,424632,-,0.000,0.869
Hantavirus Infection,San Francisco,2012,Total,0,831468,-,0.000,0.444
Hantavirus Infection,San Francisco,2013,Female,0,417261,-,0.000,0.884
Hantavirus Infection,San Francisco,2013,Male,0,430268,-,0.000,0.857
Hantavirus Infection,San Francisco,2013,Total,0,840311,-,0.000,0.439
Hantavirus Infection,San Francisco,2014,Female,0,422401,-,0.000,0.873
Hantavirus Infection,San Francisco,2014,Male,0,435500,-,0.000,0.847
Hantavirus Infection,San Francisco,2014,Total,0,848474,-,0.000,0.435
Hantavirus Infection,San Francisco,2015,Female,0,428158,-,0.000,0.862
Hantavirus Infection,San Francisco,2015,Male,0,441245,-,0.000,0.836
Hantavirus Infection,San Francisco,2015,Total,0,857037,-,0.000,0.430
Hantavirus Infection,San Francisco,2016,Female,0,432730,-,0.000,0.852
Hantavirus Infection,San Francisco,2016,Male,0,446263,-,0.000,0.827
Hantavirus Infection,San Francisco,2016,Total,0,863546,-,0.000,0.427
Hantavirus Infection,San Francisco,2017,Female,0,437018,-,0.000,0.844
Hantavirus Infection,San Francisco,2017,Male,0,450365,-,0.000,0.819
Hantavirus Infection,San Francisco,2017,Total,0,868879,-,0.000,0.425
Hantavirus Infection,San Francisco,2018,Female,0,440345,-,0.000,0.838
Hantavirus Infection,San Francisco,2018,Male,0,453388,-,0.000,0.814
Hantavirus Infection,San Francisco,2018,Total,0,872338,-,0.000,0.423
Hantavirus Infection,San Francisco,2019,Female,0,442303,-,0.000,0.834
Hantavirus Infection,San Francisco,2019,Male,0,454811,-,0.000,0.811
Hantavirus Infection,San Francisco,2019,Total,0,872205,-,0.000,0.423
Hantavirus Infection,San Francisco,2020,Female,0,443998,-,0.000,0.831
Hantavirus Infection,San Francisco,2020,Male,0,455893,-,0.000,0.809
Hantavirus Infection,San Francisco,2020,Total,0,870130,-,0.000,0.424
Hantavirus Infection,San Francisco,2021,Female,0,440379,-,0.000,0.838
Hantavirus Infection,San Francisco,2021,Male,0,452050,-,0.000,0.816
Hantavirus Infection,San Francisco,2021,Total,0,838402,-,0.000,0.440
Hantavirus Infection,San Francisco,2022,Female,0,442891,-,0.000,0.833
Hantavirus Infection,San Francisco,2022,Male,0,454525,-,0.000,0.812
Hantavirus Infection,San Francisco,2022,Total,0,834046,-,0.000,0.442
Hantavirus Infection,San Joaquin,2001,Female,0,295041,-,0.000,1.250
Hantavirus Infection,San Joaquin,2001,Male,0,293540,-,0.000,1.257
Hantavirus Infection,San Joaquin,2001,Total,0,588581,-,0.000,0.627
Hantavirus Infection,San Joaquin,2002,Female,0,302553,-,0.000,1.219
Hantavirus Infection,San Joaquin,2002,Male,0,300991,-,0.000,1.226
Hantavirus Infection,San Joaquin,2002,Total,0,603544,-,0.000,0.611
Hantavirus Infection,San Joaquin,2003,Female,0,311549,-,0.000,1.184
Hantavirus Infection,San Joaquin,2003,Male,0,309559,-,0.000,1.192
Hantavirus Infection,San Joaquin,2003,Total,0,621108,-,0.000,0.594
Hantavirus Infection,San Joaquin,2004,Female,0,320359,-,0.000,1.151
Hantavirus Infection,San Joaquin,2004,Male,0,318163,-,0.000,1.159
Hantavirus Infection,San Joaquin,2004,Total,0,638522,-,0.000,0.578
Hantavirus Infection,San Joaquin,2005,Female,0,326957,-,0.000,1.128
Hantavirus Infection,San Joaquin,2005,Male,0,324668,-,0.000,1.136
Hantavirus Infection,San Joaquin,2005,Total,0,651625,-,0.000,0.566
Hantavirus Infection,San Joaquin,2006,Female,0,331622,-,0.000,1.112
Hantavirus Infection,San Joaquin,2006,Male,0,329263,-,0.000,1.120
Hantavirus Infection,San Joaquin,2006,Total,0,660885,-,0.000,0.558
Hantavirus Infection,San Joaquin,2007,Female,0,336128,-,0.000,1.097
Hantavirus Infection,San Joaquin,2007,Male,0,333609,-,0.000,1.106
Hantavirus Infection,San Joaquin,2007,Total,0,669737,-,0.000,0.551
Hantavirus Infection,San Joaquin,2008,Female,0,338923,-,0.000,1.088
Hantavirus Infection,San Joaquin,2008,Male,0,336325,-,0.000,1.097
Hantavirus Infection,San Joaquin,2008,Total,0,675248,-,0.000,0.546
Hantavirus Infection,San Joaquin,2009,Female,0,341446,-,0.000,1.080
Hantavirus Infection,San Joaquin,2009,Male,0,338975,-,0.000,1.088
Hantavirus Infection,San Joaquin,2009,Total,0,680421,-,0.000,0.542
Hantavirus Infection,San Joaquin,2010,Female,0,344076,-,0.000,1.072
Hantavirus Infection,San Joaquin,2010,Male,0,341230,-,0.000,1.081
Hantavirus Infection,San Joaquin,2010,Total,0,685306,-,0.000,0.538
Hantavirus Infection,San Joaquin,2011,Female,0,348635,-,0.000,1.058
Hantavirus Infection,San Joaquin,2011,Male,0,346498,-,0.000,1.065
Hantavirus Infection,San Joaquin,2011,Total,0,695749,-,0.000,0.530
Hantavirus Infection,San Joaquin,2012,Female,0,351540,-,0.000,1.049
Hantavirus Infection,San Joaquin,2012,Male,0,349342,-,0.000,1.056
Hantavirus Infection,San Joaquin,2012,Total,0,701991,-,0.000,0.525
Hantavirus Infection,San Joaquin,2013,Female,0,353561,-,0.000,1.043
Hantavirus Infection,San Joaquin,2013,Male,0,352380,-,0.000,1.047
Hantavirus Infection,San Joaquin,2013,Total,0,707552,-,0.000,0.521
Hantavirus Infection,San Joaquin,2014,Female,0,358516,-,0.000,1.029
Hantavirus Infection,San Joaquin,2014,Male,0,357867,-,0.000,1.031
Hantavirus Infection,San Joaquin,2014,Total,0,718498,-,0.000,0.513
Hantavirus Infection,San Joaquin,2015,Female,0,363705,-,0.000,1.014
Hantavirus Infection,San Joaquin,2015,Male,0,363333,-,0.000,1.015
Hantavirus Infection,San Joaquin,2015,Total,0,729411,-,0.000,0.506
Hantavirus Infection,San Joaquin,2016,Female,0,368556,-,0.000,1.001
Hantavirus Infection,San Joaquin,2016,Male,0,368674,-,0.000,1.001
Hantavirus Infection,San Joaquin,2016,Total,0,739814,-,0.000,0.499
Hantavirus Infection,San Joaquin,2017,Female,0,373566,-,0.000,0.987
Hantavirus Infection,San Joaquin,2017,Male,0,373951,-,0.000,0.986
Hantavirus Infection,San Joaquin,2017,Total,0,750306,-,0.000,0.492
Hantavirus Infection,San Joaquin,2018,Female,0,378106,-,0.000,0.976
Hantavirus Infection,San Joaquin,2018,Male,1,378643,0.264*,0.007,1.471
Hantavirus Infection,San Joaquin,2018,Total,1,759753,0.132*,0.003,0.733
Hantavirus Infection,San Joaquin,2019,Female,0,383526,-,0.000,0.962
Hantavirus Infection,San Joaquin,2019,Male,0,384409,-,0.000,0.960
Hantavirus Infection,San Joaquin,2019,Total,0,771083,-,0.000,0.478
Hantavirus Infection,San Joaquin,2020,Female,0,387653,-,0.000,0.952
Hantavirus Infection,San Joaquin,2020,Male,0,388415,-,0.000,0.950
Hantavirus Infection,San Joaquin,2020,Total,0,780207,-,0.000,0.473
Hantavirus Infection,San Joaquin,2021,Female,0,387204,-,0.000,0.953
Hantavirus Infection,San Joaquin,2021,Male,0,388146,-,0.000,0.950
Hantavirus Infection,San Joaquin,2021,Total,0,782894,-,0.000,0.471
Hantavirus Infection,San Joaquin,2022,Female,0,391145,-,0.000,0.943
Hantavirus Infection,San Joaquin,2022,Male,0,392561,-,0.000,0.940
Hantavirus Infection,San Joaquin,2022,Total,0,784420,-,0.000,0.470
Hantavirus Infection,San Luis Obispo,2001,Female,0,122459,-,0.000,3.012
Hantavirus Infection,San Luis Obispo,2001,Male,0,129193,-,0.000,2.855
Hantavirus Infection,San Luis Obispo,2001,Total,0,251652,-,0.000,1.466
Hantavirus Infection,San Luis Obispo,2002,Female,0,123484,-,0.000,2.987
Hantavirus Infection,San Luis Obispo,2002,Male,0,130065,-,0.000,2.836
Hantavirus Infection,San Luis Obispo,2002,Total,0,253549,-,0.000,1.455
Hantavirus Infection,San Luis Obispo,2003,Female,0,124474,-,0.000,2.964
Hantavirus Infection,San Luis Obispo,2003,Male,0,131135,-,0.000,2.813
Hantavirus Infection,San Luis Obispo,2003,Total,0,255609,-,0.000,1.443
Hantavirus Infection,San Luis Obispo,2004,Female,0,125898,-,0.000,2.930
Hantavirus Infection,San Luis Obispo,2004,Male,0,132585,-,0.000,2.782
Hantavirus Infection,San Luis Obispo,2004,Total,0,258483,-,0.000,1.427
Hantavirus Infection,San Luis Obispo,2005,Female,0,126728,-,0.000,2.911
Hantavirus Infection,San Luis Obispo,2005,Male,0,133215,-,0.000,2.769
Hantavirus Infection,San Luis Obispo,2005,Total,0,259943,-,0.000,1.419
Hantavirus Infection,San Luis Obispo,2006,Female,0,127659,-,0.000,2.890
Hantavirus Infection,San Luis Obispo,2006,Male,0,134144,-,0.000,2.750
Hantavirus Infection,San Luis Obispo,2006,Total,0,261803,-,0.000,1.409
Hantavirus Infection,San Luis Obispo,2007,Female,0,128800,-,0.000,2.864
Hantavirus Infection,San Luis Obispo,2007,Male,0,135362,-,0.000,2.725
Hantavirus Infection,San Luis Obispo,2007,Total,0,264162,-,0.000,1.396
Hantavirus Infection,San Luis Obispo,2008,Female,0,130093,-,0.000,2.836
Hantavirus Infection,San Luis Obispo,2008,Male,0,136757,-,0.000,2.697
Hantavirus Infection,San Luis Obispo,2008,Total,0,266850,-,0.000,1.382
Hantavirus Infection,San Luis Obispo,2009,Female,0,130832,-,0.000,2.820
Hantavirus Infection,San Luis Obispo,2009,Male,0,137392,-,0.000,2.685
Hantavirus Infection,San Luis Obispo,2009,Total,0,268224,-,0.000,1.375
Hantavirus Infection,San Luis Obispo,2010,Female,0,131638,-,0.000,2.802
Hantavirus Infection,San Luis Obispo,2010,Male,0,137999,-,0.000,2.673
Hantavirus Infection,San Luis Obispo,2010,Total,0,269637,-,0.000,1.368
Hantavirus Infection,San Luis Obispo,2011,Female,0,132007,-,0.000,2.794
Hantavirus Infection,San Luis Obispo,2011,Male,0,138902,-,0.000,2.656
Hantavirus Infection,San Luis Obispo,2011,Total,0,271693,-,0.000,1.358
Hantavirus Infection,San Luis Obispo,2012,Female,0,133203,-,0.000,2.769
Hantavirus Infection,San Luis Obispo,2012,Male,0,140080,-,0.000,2.633
Hantavirus Infection,San Luis Obispo,2012,Total,0,274697,-,0.000,1.343
Hantavirus Infection,San Luis Obispo,2013,Female,0,133658,-,0.000,2.760
Hantavirus Infection,San Luis Obispo,2013,Male,0,140315,-,0.000,2.629
Hantavirus Infection,San Luis Obispo,2013,Total,0,276018,-,0.000,1.336
Hantavirus Infection,San Luis Obispo,2014,Female,0,134724,-,0.000,2.738
Hantavirus Infection,San Luis Obispo,2014,Male,0,141486,-,0.000,2.607
Hantavirus Infection,San Luis Obispo,2014,Total,0,278887,-,0.000,1.323
Hantavirus Infection,San Luis Obispo,2015,Female,0,134963,-,0.000,2.733
Hantavirus Infection,San Luis Obispo,2015,Male,0,141621,-,0.000,2.605
Hantavirus Infection,San Luis Obispo,2015,Total,0,279800,-,0.000,1.318
Hantavirus Infection,San Luis Obispo,2016,Female,0,135360,-,0.000,2.725
Hantavirus Infection,San Luis Obispo,2016,Male,0,142577,-,0.000,2.587
Hantavirus Infection,San Luis Obispo,2016,Total,0,281681,-,0.000,1.310
Hantavirus Infection,San Luis Obispo,2017,Female,0,135327,-,0.000,2.726
Hantavirus Infection,San Luis Obispo,2017,Male,0,142494,-,0.000,2.589
Hantavirus Infection,San Luis Obispo,2017,Total,0,282103,-,0.000,1.308
Hantavirus Infection,San Luis Obispo,2018,Female,0,135329,-,0.000,2.726
Hantavirus Infection,San Luis Obispo,2018,Male,0,142848,-,0.000,2.582
Hantavirus Infection,San Luis Obispo,2018,Total,0,282952,-,0.000,1.304
Hantavirus Infection,San Luis Obispo,2019,Female,0,134845,-,0.000,2.736
Hantavirus Infection,San Luis Obispo,2019,Male,0,142431,-,0.000,2.590
Hantavirus Infection,San Luis Obispo,2019,Total,0,282617,-,0.000,1.305
Hantavirus Infection,San Luis Obispo,2020,Female,0,134336,-,0.000,2.746
Hantavirus Infection,San Luis Obispo,2020,Male,0,141815,-,0.000,2.601
Hantavirus Infection,San Luis Obispo,2020,Total,0,282639,-,0.000,1.305
Hantavirus Infection,San Luis Obispo,2021,Female,0,135522,-,0.000,2.722
Hantavirus Infection,San Luis Obispo,2021,Male,0,143052,-,0.000,2.579
Hantavirus Infection,San Luis Obispo,2021,Total,0,278600,-,0.000,1.324
Hantavirus Infection,San Luis Obispo,2022,Female,0,135767,-,0.000,2.717
Hantavirus Infection,San Luis Obispo,2022,Male,0,143501,-,0.000,2.571
Hantavirus Infection,San Luis Obispo,2022,Total,0,279760,-,0.000,1.319
Hantavirus Infection,San Mateo,2001,Female,0,359709,-,0.000,1.026
Hantavirus Infection,San Mateo,2001,Male,0,347751,-,0.000,1.061
Hantavirus Infection,San Mateo,2001,Total,0,707460,-,0.000,0.521
Hantavirus Infection,San Mateo,2002,Female,0,358384,-,0.000,1.029
Hantavirus Infection,San Mateo,2002,Male,0,346513,-,0.000,1.065
Hantavirus Infection,San Mateo,2002,Total,0,704897,-,0.000,0.523
Hantavirus Infection,San Mateo,2003,Female,0,357397,-,0.000,1.032
Hantavirus Infection,San Mateo,2003,Male,0,345665,-,0.000,1.067
